Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
99,Jaime Jaquez Jr.,24,MIA,SF,73,1,28.2,6.1,12.1,.500,0.7,2.4,.307,5.3,9.7,.548,.531,2.3,2.9,.771,1.3,3.8,5.1,4.6,0.7,0.3,2.0,1.8,15.1,,jaqueja01
100,Brice Sensabaugh,22,UTA,SF,74,22,23.6,5.3,11.4,.460,2.1,5.9,.366,3.1,5.6,.559,.554,2.2,2.6,.831,0.8,2.3,3.1,1.9,0.7,0.2,1.6,1.9,14.9,,sensabr01
101,Ayo Dosunmu,26,2TM,SG,68,19,27.3,5.6,10.8,.516,1.8,4.1,.439,3.8,6.8,.562,.598,1.8,2.1,.874,0.7,2.8,3.5,3.6,0.9,0.3,1.4,1.9,14.8,,dosunay01
101,Ayo Dosunmu,26,CHI,SG,45,10,26.4,5.6,10.8,.514,1.9,4.3,.451,3.6,6.5,.556,.604,2.0,2.3,.857,0.7,2.3,3.0,3.6,0.8,0.3,1.4,1.7,15.0,,dosunay01
101,Ayo Dosunmu,26,MIN,SG,23,9,29.0,5.7,10.9,.518,1.5,3.7,.412,4.1,7.2,.572,.588,1.5,1.7,.921,0.6,3.8,4.4,3.5,1.0,0.3,1.5,2.2,14.3,,dosunay01
102,Kyshawn George,22,WAS,SF,48,48,29.0,5.3,12.0,.438,2.1,5.4,.381,3.2,6.6,.486,.524,2.2,2.7,.802,0.9,4.2,5.1,4.5,1.0,0.9,2.6,3.5,14.8,,georgky01
103,Jaden McDaniels,25,MIN,PF,72,72,31.7,5.7,11.0,.518,1.4,3.4,.417,4.3,7.5,.564,.583,2.0,2.4,.835,1.0,3.2,4.2,2.7,1.1,1.0,1.8,3.3,14.8,,mcdanja02
104,Mikal Bridges,29,NYK,SF,80,80,33.2,5.8,11.9,.490,1.9,5.2,.372,3.9,6.7,.581,.571,1.0,1.2,.825,1.0,2.9,3.9,3.8,1.3,0.8,1.0,2.0,14.6,,bridgmi01
105,Peyton Watson,23,DEN,SF,54,40,29.6,5.3,10.8,.491,1.5,3.6,.411,3.8,7.1,.531,.560,2.6,3.5,.730,0.9,4.0,4.9,2.1,0.9,1.1,1.7,2.5,14.6,,watsope01
106,Scoot Henderson,21,POR,PG,28,8,24.6,4.8,11.6,.414,1.9,5.4,.355,2.9,6.1,.465,.497,2.9,3.5,.835,0.6,2.1,2.8,3.8,0.8,0.3,2.4,2.8,14.4,,hendesc01
107,Walker Kessler,24,UTA,C,5,5,30.8,5.2,7.4,.703,1.2,1.6,.750,4.0,5.8,.690,.784,2.8,4.0,.700,4.6,6.2,10.8,3.0,1.4,1.8,3.2,4.4,14.4,,kesslwa01
108,Anfernee Simons,26,2TM,SG,55,5,24.9,5.2,11.8,.440,2.7,6.9,.385,2.5,4.9,.517,.552,1.3,1.4,.896,0.6,1.9,2.5,2.4,0.5,0.1,1.2,1.7,14.3,,simonan01
108,Anfernee Simons,26,BOS,SG,49,0,24.5,5.1,11.6,.440,2.7,6.7,.395,2.4,4.9,.502,.555,1.3,1.5,.889,0.5,1.9,2.4,2.4,0.6,0.1,1.1,1.7,14.2,,simonan01
108,Anfernee Simons,26,CHI,SG,6,5,28.3,5.8,13.3,.438,2.7,8.3,.320,3.2,5.0,.633,.538,0.8,0.8,1.000,0.8,2.0,2.8,3.0,0.0,0.3,2.2,2.0,15.2,,simonan01
109,P.J. Washington,27,DAL,PF,56,53,31.0,5.3,11.8,.450,1.4,4.2,.325,3.9,7.6,.519,.508,2.2,3.3,.687,1.5,5.5,7.0,1.8,1.0,1.1,1.7,2.1,14.2,,washipj01
110,Ivica Zubac,28,2TM,C,48,47,30.1,6.0,10.0,.598,0.0,0.0,,6.0,10.0,.598,.598,2.1,3.0,.711,3.4,7.2,10.6,2.2,0.4,0.8,1.8,2.3,14.1,,zubaciv01
110,Ivica Zubac,28,LAC,C,43,42,30.9,6.1,10.0,.613,0.0,0.0,,6.1,10.0,.613,.613,2.2,3.1,.705,3.4,7.6,11.0,2.2,0.4,0.8,1.9,2.4,14.4,,zubaciv01
110,Ivica Zubac,28,IND,C,5,5,23.6,5.0,10.6,.472,0.0,0.0,,5.0,10.6,.472,.472,1.6,2.0,.800,2.8,4.4,7.2,1.8,0.4,0.8,0.8,1.6,11.6,,zubaciv01
111,Kelly Oubre Jr.,30,PHI,SF,48,39,31.6,5.1,10.8,.467,1.8,4.8,.366,3.3,6.0,.549,.549,2.3,3.0,.761,1.0,4.0,5.0,1.6,1.3,0.5,1.4,2.6,14.1,,oubreke01
112,Santi Aldama,25,MEM,PF,43,11,27.9,5.3,11.1,.479,1.6,4.7,.350,3.7,6.4,.572,.553,1.8,2.7,.667,1.6,5.1,6.7,2.9,0.9,0.7,1.3,1.6,14.0,,aldamsa01
113,Tre Jones,26,CHI,PG,63,39,27.1,5.2,9.4,.556,0.6,2.0,.312,4.6,7.4,.620,.588,3.0,3.5,.838,0.6,2.6,3.1,5.5,1.2,0.2,1.4,1.4,14.0,,jonestr01
114,Keegan Murray,25,SAC,PF,23,22,34.5,5.5,13.0,.420,1.3,4.9,.277,4.1,8.2,.505,.472,1.7,2.1,.776,1.4,4.3,5.7,1.7,1.0,1.6,1.2,1.8,14.0,,murrake02
115,Devin Vassell,25,SAS,SG,65,63,30.5,4.9,11.3,.437,2.5,6.5,.386,2.4,4.8,.505,.547,1.6,2.0,.813,0.6,3.5,4.0,2.5,0.8,0.4,0.9,1.6,14.0,,vassede01
116,Kennedy Chandler,23,UTA,PG,10,1,31.4,5.0,11.7,.427,1.1,3.1,.355,3.9,8.6,.453,.474,2.8,3.9,.718,0.6,2.6,3.2,6.4,0.9,0.2,1.9,2.1,13.9,,chandke01
117,Aaron Nesmith,26,IND,SF,45,42,29.7,4.7,11.4,.414,2.3,6.2,.379,2.4,5.2,.455,.517,2.0,2.5,.829,1.1,3.1,4.2,1.9,0.6,0.5,1.4,2.8,13.8,,nesmiaa01
118,De'Andre Hunter,28,2TM,SF,45,25,26.1,4.6,11.1,.415,1.7,5.5,.305,3.0,5.7,.522,.490,2.8,3.2,.867,0.7,3.4,4.1,2.0,0.7,0.1,1.7,2.5,13.7,,huntede01
118,De'Andre Hunter,28,CLE,SF,43,23,26.2,4.7,11.2,.423,1.7,5.5,.308,3.0,5.7,.535,.499,2.8,3.2,.869,0.7,3.6,4.2,2.1,0.7,0.1,1.7,2.5,14.0,,huntede01
118,De'Andre Hunter,28,SAC,SF,2,2,25.5,2.0,9.5,.211,1.0,4.5,.222,1.0,5.0,.200,.263,2.5,3.0,.833,0.5,1.0,1.5,0.5,0.0,0.0,2.0,2.5,7.5,,huntede01
119,John Collins,28,LAC,PF,67,55,27.4,5.3,9.6,.553,1.3,3.2,.412,4.0,6.4,.624,.622,1.7,2.3,.763,1.6,3.7,5.3,1.0,0.9,0.7,1.4,2.7,13.7,,collijo01
120,Jeremiah Fears,19,NOP,PG,80,47,25.3,5.2,11.9,.434,1.2,3.6,.337,3.9,8.2,.477,.486,2.2,2.8,.792,0.7,2.9,3.6,3.4,1.2,0.4,2.2,1.8,13.7,,fearsje01
121,Brandin Podziemski,22,GSW,SG,80,41,28.5,4.8,10.5,.454,1.9,5.0,.371,2.9,5.5,.529,.542,2.3,2.9,.790,0.9,4.3,5.2,3.8,1.1,0.2,1.6,1.7,13.7,,podzibr01
122,Bobby Portis,30,MIL,PF,67,9,24.2,5.5,11.2,.488,2.0,4.4,.456,3.4,6.8,.509,.578,0.7,1.0,.706,1.3,5.1,6.4,1.6,0.6,0.2,1.0,1.6,13.7,,portibo01
123,Jalen Suggs,24,ORL,PG,55,54,27.6,4.9,11.3,.435,2.0,6.1,.330,2.9,5.2,.558,.524,1.8,2.1,.855,0.7,3.2,3.9,5.5,1.9,0.7,2.7,2.6,13.7,,suggsja01
124,Ace Bailey,19,UTA,SF,70,59,27.6,5.4,12.2,.444,1.9,5.5,.348,3.5,6.7,.521,.522,0.9,1.2,.767,1.4,2.7,4.1,1.8,0.8,0.7,1.4,2.7,13.6,,baileac01
125,Cedric Coward,22,MEM,SG,62,47,25.8,4.9,10.5,.471,1.5,4.4,.338,3.4,6.0,.568,.542,2.3,2.7,.843,1.3,4.5,5.9,2.8,0.6,0.4,1.7,2.0,13.6,,cowarce01
126,Zach Edey,23,MEM,C,11,11,25.8,5.6,8.9,.633,0.1,0.5,.200,5.5,8.5,.656,.638,2.3,2.9,.781,3.9,7.2,11.1,1.1,0.6,1.9,2.4,3.4,13.6,,edeyza01
127,Ajay Mitchell,23,OKC,SG,57,16,25.8,5.0,10.4,.485,1.1,3.1,.347,3.9,7.3,.543,.536,2.5,2.8,.870,0.7,2.6,3.3,3.6,1.2,0.3,1.4,2.1,13.6,,mitchaj01
128,Naz Reid,26,MIN,C,77,3,26.1,5.2,11.3,.456,2.1,5.8,.362,3.1,5.5,.556,.549,1.2,1.6,.732,1.2,5.0,6.2,2.2,1.0,1.0,1.6,2.5,13.6,,reidna01
129,Cam Thomas,24,2TM,SG,42,8,21.0,4.5,11.0,.410,1.2,4.0,.310,3.3,7.0,.468,.466,3.3,4.0,.811,0.3,1.4,1.7,2.6,0.2,0.1,1.8,1.0,13.5,,thomaca02
129,Cam Thomas,24,BRK,SG,24,8,24.3,5.1,12.8,.399,1.6,4.9,.325,3.5,8.0,.445,.461,3.8,4.5,.843,0.4,1.4,1.8,3.1,0.2,0.1,2.0,1.3,15.6,,thomaca02
129,Cam Thomas,24,MIL,SG,18,0,16.6,3.7,8.5,.431,0.8,2.8,.275,2.9,5.7,.510,.477,2.6,3.4,.754,0.1,1.4,1.6,1.9,0.3,0.1,1.4,0.7,10.7,,thomaca02
130,Toumani Camara,25,POR,PF,80,80,33.3,4.8,10.8,.444,2.7,7.2,.373,2.1,3.6,.587,.569,1.2,1.7,.708,1.6,3.6,5.2,2.5,1.2,0.4,1.8,2.9,13.5,,camarto01
131,Quentin Grimes,25,PHI,SG,73,19,29.6,4.5,10.1,.450,1.7,5.1,.330,2.9,5.0,.574,.534,2.7,3.2,.837,0.6,3.0,3.7,3.3,0.9,0.4,1.8,2.1,13.5,,grimequ01
132,Tim Hardaway Jr.,33,DEN,SG,79,5,26.6,4.4,9.7,.449,2.8,6.8,.409,1.6,2.9,.544,.593,2.0,2.4,.813,0.2,2.4,2.6,1.3,0.5,0.1,0.5,1.3,13.5,,hardati02
133,Jordan Poole,26,NOP,PG,38,7,23.8,4.3,11.4,.373,2.5,7.4,.332,1.8,4.0,.450,.482,2.5,2.9,.872,0.2,1.7,1.9,3.1,0.6,0.4,1.7,2.3,13.5,,poolejo01
134,Reed Sheppard,21,HOU,SG,80,20,26.3,4.9,11.5,.431,2.8,7.0,.396,2.2,4.5,.486,.552,0.9,1.1,.810,0.4,2.5,2.9,3.4,1.5,0.7,1.5,2.1,13.5,,sheppre01
135,Tobias Harris,33,DET,PF,61,61,27.9,4.9,10.5,.463,1.3,3.6,.353,3.6,7.0,.519,.523,2.2,2.5,.875,0.9,4.3,5.1,2.6,0.9,0.4,1.0,1.7,13.2,,harrito02
136,Keldon Johnson,26,SAS,SF,80,0,23.3,5.0,9.7,.521,1.2,3.3,.365,3.8,6.4,.601,.583,1.8,2.3,.793,1.7,3.7,5.4,1.4,0.6,0.1,0.9,2.0,13.1,,johnske04
137,Kyle Kuzma,30,MIL,PF,68,43,26.3,4.9,10.1,.491,1.2,3.5,.345,3.7,6.6,.568,.550,2.0,2.7,.724,0.8,3.8,4.6,2.6,0.7,0.4,1.7,2.0,13.1,,kuzmaky01
138,Jaylon Tyson,23,CLE,SG,64,40,27.0,5.0,10.0,.496,2.0,4.5,.455,2.9,5.5,.530,.598,1.2,1.6,.743,1.8,3.3,5.1,2.2,0.8,0.4,1.5,2.5,13.1,,tysonja01
139,Brandon Williams,26,DAL,PG,66,15,22.2,4.4,9.3,.472,0.5,2.3,.232,3.9,7.0,.552,.501,3.7,4.6,.793,0.5,2.4,2.9,3.9,0.9,0.3,1.9,1.6,13.0,,willibr03
140,Sam Merrill,29,CLE,SG,52,38,26.5,4.3,9.3,.461,3.0,7.2,.421,1.3,2.1,.596,.624,1.1,1.3,.855,0.5,2.0,2.6,2.4,0.6,0.1,0.8,2.4,12.8,,merrisa01
141,Dariq Whitehead,21,MEM,SF,4,0,30.0,4.5,13.5,.333,3.0,9.8,.308,1.5,3.8,.400,.444,0.8,1.3,.600,0.3,4.0,4.3,2.0,1.0,0.0,1.8,2.8,12.8,,whiteda01
142,Collin Gillespie,26,PHO,PG,79,57,28.7,4.4,10.6,.419,2.9,7.3,.402,1.5,3.3,.454,.557,1.0,1.1,.874,1.1,3.0,4.1,4.7,1.3,0.2,1.6,1.6,12.7,,gilleco01
143,GG Jackson II,21,MEM,PF,55,28,21.4,4.6,9.3,.496,1.2,3.5,.332,3.5,5.8,.595,.558,2.0,2.7,.742,0.9,3.4,4.3,1.5,0.6,0.8,1.5,1.4,12.5,,jacksgg01
144,Malik Monk,27,SAC,SG,61,3,22.2,4.5,10.3,.436,2.0,5.1,.390,2.5,5.2,.481,.533,1.5,1.8,.879,0.2,1.7,1.9,3.0,0.6,0.4,1.5,1.6,12.5,,monkma01
145,Jaylen Wells,22,MEM,SG,69,69,26.4,4.4,10.1,.431,1.9,5.3,.353,2.5,4.8,.517,.524,1.9,2.5,.784,0.9,2.3,3.2,1.6,0.9,0.1,1.1,2.1,12.5,,wellsja01
146,Deandre Ayton,27,LAL,C,70,70,27.2,5.6,8.3,.672,0.0,0.0,,5.6,8.3,.672,.672,1.2,2.0,.635,2.6,5.4,8.0,0.8,0.6,0.9,1.2,2.2,12.4,,aytonde01
147,De'Anthony Melton,27,GSW,PG,47,23,22.9,4.4,10.9,.407,1.5,5.0,.292,3.0,5.9,.505,.475,2.0,2.4,.817,0.8,2.4,3.2,2.6,1.6,0.4,1.9,1.9,12.4,,meltode01
148,Noah Clowney,21,BRK,PF,66,60,27.0,3.8,9.6,.396,2.0,5.9,.329,1.8,3.6,.506,.498,2.7,3.4,.804,0.8,3.3,4.1,1.6,0.8,0.7,1.5,2.5,12.3,,clownno01
149,Max Christie,22,DAL,SG,75,66,29.3,4.1,9.4,.439,2.3,5.8,.400,1.8,3.6,.502,.562,1.6,1.8,.904,0.2,3.1,3.3,2.0,0.6,0.3,1.3,1.3,12.2,,chrisma02
150,Donte DiVincenzo,29,MIN,SG,80,80,30.7,4.2,10.2,.406,3.0,7.9,.380,1.2,2.3,.492,.553,0.9,1.2,.758,0.8,3.3,4.1,3.9,1.3,0.4,1.5,2.4,12.2,,divindo01
151,Cameron Johnson,29,DEN,SF,54,54,30.5,4.2,8.8,.480,2.0,4.7,.430,2.2,4.1,.539,.596,1.7,2.1,.839,0.8,3.0,3.8,2.4,0.7,0.4,0.9,2.3,12.2,,johnsca02
152,Tre Johnson,19,WAS,SG,60,42,24.1,4.5,10.8,.419,1.9,5.4,.358,2.6,5.4,.479,.508,1.3,1.5,.874,0.5,2.4,2.8,2.0,0.6,0.3,1.6,2.0,12.2,,johnstr03
153,Maxime Raynaud,22,SAC,C,72,54,26.2,5.1,9.0,.565,0.3,0.9,.288,4.8,8.1,.597,.580,1.7,2.2,.786,1.9,5.5,7.5,1.3,0.5,0.5,1.2,2.3,12.2,,raynama01
154,Max Strus,29,CLE,SF,10,3,24.7,4.2,8.8,.477,3.2,7.2,.444,1.0,1.6,.625,.659,0.6,0.8,.750,0.8,4.8,5.6,2.2,0.3,0.0,0.8,2.9,12.2,,strusma01
155,Josh Hart,30,NYK,SF,65,51,30.2,4.6,9.1,.510,1.5,3.7,.415,3.1,5.4,.576,.595,1.3,1.9,.719,1.4,6.0,7.4,4.8,1.1,0.3,1.9,2.5,12.1,,hartjo01
156,Jonathan Kuminga,23,2TM,PF,35,14,23.1,4.4,9.3,.468,1.0,2.8,.354,3.4,6.5,.518,.521,2.3,3.3,.713,1.4,4.3,5.6,2.3,0.6,0.3,1.9,1.5,12.1,,kuminjo01
156,Jonathan Kuminga,23,GSW,PF,20,13,23.8,4.4,9.7,.454,0.9,2.7,.321,3.6,7.1,.504,.497,2.5,3.3,.742,1.5,4.4,5.9,2.5,0.4,0.3,2.3,1.7,12.1,,kuminjo01
156,Jonathan Kuminga,23,ATL,PF,15,1,22.1,4.3,8.9,.489,1.2,3.1,.391,3.1,5.8,.540,.556,2.2,3.3,.673,1.3,4.1,5.3,2.1,0.8,0.3,1.4,1.4,12.1,,kuminjo01
157,Moses Moody,23,GSW,SG,60,49,25.7,4.1,9.3,.440,2.5,6.3,.401,1.6,3.0,.522,.575,1.5,1.9,.770,0.9,2.5,3.3,1.6,1.0,0.6,1.0,2.0,12.1,,moodymo01
158,Duncan Robinson,31,DET,SF,75,75,27.5,4.1,9.1,.452,2.9,7.0,.410,1.2,2.1,.594,.610,1.1,1.4,.760,0.4,2.3,2.7,2.1,0.6,0.3,0.7,2.2,12.1,,robindu01
159,Christian Braun,24,DEN,SG,44,44,31.8,4.6,8.8,.519,1.0,3.3,.301,3.6,5.6,.646,.575,1.8,2.3,.782,1.4,3.4,4.8,2.7,0.7,0.3,1.0,2.3,12.0,,braunch01
160,Donovan Clingan,21,POR,C,75,75,27.2,4.6,8.8,.520,1.1,3.2,.338,3.5,5.7,.621,.580,1.8,2.7,.675,4.5,7.1,11.6,2.1,0.6,1.7,1.3,2.3,12.0,,clingdo01
161,Wendell Carter Jr.,26,ORL,C,76,76,29.4,4.2,8.2,.515,0.9,2.9,.323,3.3,5.3,.622,.573,2.5,3.2,.793,2.1,5.3,7.4,2.0,0.8,0.6,1.3,3.4,11.9,,cartewe01
162,Cormac Ryan,27,MIL,SG,9,0,22.0,3.9,7.2,.538,2.1,4.2,.500,1.8,3.0,.593,.685,2.0,2.2,.900,0.4,1.0,1.4,1.3,1.0,0.3,1.3,2.4,11.9,,ryanco01
163,Myles Turner,29,MIL,C,70,70,26.9,4.0,9.1,.438,2.1,5.4,.385,1.9,3.7,.516,.553,1.9,2.5,.744,1.1,4.3,5.3,1.4,0.7,1.6,1.2,2.6,11.9,,turnemy01
164,Dyson Daniels,22,ATL,SG,75,75,33.2,5.3,10.2,.516,0.3,1.5,.190,5.0,8.7,.575,.531,1.0,1.6,.617,2.4,4.4,6.8,5.8,2.0,0.4,1.8,2.2,11.8,,daniedy01
165,Dylan Harper,19,SAS,SG,67,3,22.6,4.8,9.5,.506,0.9,2.6,.347,3.9,6.9,.567,.554,1.3,1.7,.743,0.8,2.6,3.4,3.9,0.8,0.3,1.4,2.0,11.8,,harpedy01
166,Miles McBride,25,NYK,SG,40,14,26.4,4.1,9.7,.419,2.7,6.6,.409,1.4,3.1,.440,.558,0.9,1.1,.800,0.6,1.9,2.4,2.6,0.9,0.2,0.8,1.7,11.8,,mcbrimi01
167,Julian Reese,22,WAS,PF,11,9,31.5,4.8,9.2,.525,0.0,0.0,,4.8,9.2,.525,.525,2.2,3.6,.600,4.6,7.0,11.6,1.9,1.2,0.6,2.9,3.5,11.8,,reeseju01
168,Nic Claxton,26,BRK,C,69,68,27.8,4.8,8.4,.571,0.0,0.3,.158,4.8,8.2,.585,.574,2.0,3.3,.616,2.4,4.5,6.9,3.7,0.7,1.1,1.4,2.3,11.7,,claxtni01
169,Isaiah Collier,21,UTA,PG,59,19,25.7,4.3,8.7,.495,0.5,1.7,.270,3.9,7.0,.549,.521,2.6,3.5,.722,0.4,2.2,2.5,7.2,1.1,0.3,2.5,2.3,11.7,,colliis01
170,Klay Thompson,35,DAL,SF,68,8,21.9,4.1,10.6,.393,2.9,7.6,.382,1.2,2.9,.420,.531,0.5,0.7,.766,0.3,1.8,2.1,1.4,0.5,0.3,0.9,1.0,11.7,,thompkl01
171,Mark Williams,24,PHO,C,59,54,23.7,4.7,7.4,.642,0.0,0.0,1.000,4.7,7.4,.641,.643,2.2,2.9,.772,3.1,4.9,8.0,1.0,0.9,0.9,1.1,2.2,11.7,,willima07
172,Jarace Walker,22,IND,PF,75,40,25.7,4.0,9.6,.418,1.7,4.7,.370,2.3,4.9,.464,.508,1.8,2.4,.751,0.6,4.5,5.2,2.5,0.8,0.3,1.8,1.6,11.6,,walkeja02
173,Bilal Coulibaly,21,WAS,SG,55,55,26.3,4.0,9.5,.421,1.1,3.7,.313,2.9,5.9,.488,.481,2.3,3.1,.738,0.8,3.5,4.3,2.5,1.3,1.0,1.5,2.4,11.5,,coulibi01
174,Kyle Filipowski,22,UTA,C,77,41,23.4,4.2,8.5,.492,1.0,3.0,.325,3.2,5.6,.580,.548,2.1,2.8,.750,1.9,5.3,7.2,2.6,0.9,0.5,1.6,3.0,11.4,,filipky01
175,Scotty Pippen Jr.,25,MEM,PG,10,6,21.2,4.3,9.6,.448,1.0,3.2,.313,3.3,6.4,.516,.500,1.8,2.3,.783,0.8,1.4,2.2,4.7,1.9,0.4,2.7,3.1,11.4,,pippesc02
176,Obi Toppin,27,IND,PF,22,3,17.5,4.1,8.1,.503,1.3,4.0,.326,2.8,4.1,.678,.584,1.9,2.1,.913,0.6,3.8,4.4,2.3,0.5,0.0,1.1,1.2,11.4,,toppiob01
177,Rui Hachimura,27,LAL,PF,66,39,28.3,4.5,8.7,.511,1.7,3.8,.437,2.8,4.9,.570,.607,0.7,1.0,.688,0.6,2.7,3.2,0.8,0.6,0.3,0.6,1.6,11.3,,hachiru01
178,Derik Queen,21,NOP,C,79,46,24.6,4.2,8.9,.473,0.3,1.1,.262,3.9,7.9,.502,.489,2.6,3.2,.793,1.6,5.2,6.8,3.7,1.0,0.9,2.3,2.6,11.3,,queende01
179,Pelle Larsson,24,MIA,SG,69,54,26.4,3.9,7.9,.494,0.9,2.7,.323,3.0,5.2,.584,.550,2.6,3.2,.794,1.0,2.5,3.5,3.3,0.7,0.2,1.4,2.1,11.2,,larsspe01
180,Julian Champagnie,24,SAS,SF,80,66,27.7,3.7,8.4,.435,2.4,6.3,.382,1.3,2.1,.592,.578,1.4,1.7,.841,0.9,4.9,5.8,1.6,0.8,0.4,0.9,1.6,11.1,,champju02
181,Isaiah Joe,26,OKC,SG,71,9,21.2,3.5,7.6,.455,2.5,6.0,.423,0.9,1.6,.574,.622,1.5,1.7,.894,0.5,2.1,2.5,1.3,0.7,0.2,0.6,1.7,11.1,,joeis01
182,Sandro Mamukelashvili,26,TOR,C,78,13,21.9,4.1,7.9,.520,1.4,3.7,.385,2.7,4.2,.638,.610,1.5,1.9,.750,1.4,3.6,4.9,1.9,0.8,0.5,0.8,1.9,11.1,,mamuksa01
183,Cam Spencer,25,MEM,SG,72,20,23.8,3.7,7.7,.473,2.0,4.5,.449,1.6,3.2,.506,.604,1.8,1.9,.940,0.6,2.0,2.5,5.6,0.7,0.2,1.3,1.4,11.1,,spencca01
184,Kel'el Ware,21,MIA,C,75,32,22.0,4.4,8.4,.526,1.1,3.0,.384,3.3,5.5,.604,.594,0.9,1.3,.755,2.9,6.2,9.1,0.7,0.8,1.1,0.8,1.5,11.0,,wareke01
185,Alondes Williams,26,WAS,SG,4,0,25.3,4.0,6.5,.615,1.3,3.5,.357,2.8,3.0,.917,.712,1.8,2.0,.875,1.3,5.0,6.3,3.0,0.8,0.8,1.3,1.0,11.0,,willial06
186,Dennis Schröder,32,2TM,PG,69,17,24.4,3.7,9.0,.407,1.1,3.3,.327,2.6,5.7,.453,.467,2.4,2.9,.833,0.5,2.3,2.7,4.9,0.8,0.2,1.8,1.6,10.9,,schrode01
186,Dennis Schröder,32,SAC,PG,40,14,26.4,4.3,10.6,.408,1.4,4.2,.343,2.9,6.4,.449,.475,2.7,3.3,.820,0.6,2.5,3.1,5.3,0.8,0.2,2.0,1.7,12.8,,schrode01
186,Dennis Schröder,32,CLE,PG,29,3,21.6,2.8,6.9,.407,0.6,2.1,.283,2.2,4.8,.460,.450,2.1,2.4,.857,0.3,1.9,2.3,4.3,0.7,0.2,1.6,1.4,8.2,,schrode01
187,Rudy Gobert,33,MIN,C,76,76,31.3,4.4,6.5,.682,0.0,0.1,.000,4.4,6.4,.689,.682,2.1,4.0,.526,3.9,7.5,11.5,1.7,0.8,1.6,1.4,2.6,10.9,,goberru01
188,Jusuf Nurkić,31,UTA,C,41,36,26.4,4.4,8.7,.503,0.6,1.7,.352,3.8,7.0,.540,.538,1.5,2.8,.549,2.6,7.8,10.4,4.8,1.3,0.5,2.5,3.3,10.9,,nurkiju01
189,Jakob Poeltl,30,TOR,C,44,42,25.2,4.8,6.9,.695,0.0,0.0,,4.8,6.9,.695,.695,1.3,2.1,.624,2.6,4.6,7.2,2.0,0.8,0.7,1.2,3.2,10.9,,poeltja01
190,Tyler Burton,25,MEM,SF,12,0,25.6,3.5,9.3,.375,1.8,5.5,.333,1.7,3.8,.435,.473,1.9,2.3,.852,0.7,3.5,4.2,1.0,0.9,0.3,0.9,2.6,10.8,,burtoty01
191,Marvin Bagley III,26,2TM,PF,59,11,20.2,4.3,6.9,.622,0.4,0.8,.480,3.9,6.1,.641,.651,1.6,2.4,.660,2.5,3.6,6.2,1.4,0.5,0.7,1.0,2.1,10.6,,baglema01
191,Marvin Bagley III,26,WAS,PF,38,8,19.2,4.1,6.5,.626,0.2,0.5,.421,3.8,6.0,.643,.642,1.8,2.6,.711,2.6,3.1,5.7,1.5,0.5,0.7,1.2,2.1,10.1,,baglema01
191,Marvin Bagley III,26,DAL,PF,21,3,22.0,4.7,7.7,.615,0.8,1.5,.516,4.0,6.2,.638,.665,1.2,2.2,.553,2.5,4.6,7.1,1.3,0.4,0.8,0.8,2.1,11.4,,baglema01
192,Jock Landale,30,2TM,C,68,27,22.1,4.1,8.1,.515,1.1,2.8,.383,3.1,5.2,.586,.582,1.2,1.9,.635,2.7,3.0,5.7,1.7,0.5,0.5,0.9,2.2,10.6,,landajo01
192,Jock Landale,30,MEM,C,45,25,23.6,4.4,8.6,.514,1.1,2.9,.380,3.4,5.8,.581,.577,1.3,2.0,.674,3.1,3.4,6.5,1.7,0.6,0.5,1.0,2.3,11.3,,landajo01
192,Jock Landale,30,ATL,C,23,2,19.4,3.6,6.9,.516,1.1,2.8,.391,2.5,4.1,.600,.594,0.9,1.6,.541,1.8,2.3,4.1,1.7,0.4,0.6,0.6,2.1,9.1,,landajo01
193,Blake Hinson,26,UTA,SF,12,1,18.8,3.6,7.0,.512,2.6,5.2,.500,1.0,1.8,.545,.696,0.8,1.2,.714,0.7,1.4,2.1,1.0,0.2,0.2,0.3,1.8,10.6,,hinsobl01
194,Caleb Love,24,POR,SG,48,1,21.1,4.0,10.2,.389,1.9,6.1,.320,2.0,4.1,.490,.484,0.8,1.0,.735,0.5,1.9,2.4,2.6,0.6,0.1,1.3,1.0,10.6,,loveca01
195,Tari Eason,24,HOU,PF,58,33,25.9,4.0,9.7,.416,1.6,4.4,.364,2.4,5.3,.459,.498,0.8,1.1,.766,2.1,4.2,6.3,1.5,1.2,0.5,1.3,2.3,10.5,,easonta01
196,Daeqwon Plowden,27,SAC,SG,30,5,26.2,3.7,8.6,.430,1.9,5.8,.335,1.8,2.8,.624,.543,1.2,1.4,.837,1.0,1.9,2.9,1.2,0.7,0.2,0.7,2.4,10.5,,plowdda01
197,Bub Carrington,20,WAS,PG,80,46,27.5,3.7,8.9,.418,2.0,5.0,.397,1.7,3.8,.446,.530,1.0,1.3,.726,0.4,3.0,3.4,4.6,0.6,0.2,2.3,2.2,10.4,,carrica01
198,Egor Dёmin,19,BRK,PG,52,45,25.2,3.4,8.6,.399,2.4,6.2,.385,1.1,2.4,.433,.537,1.0,1.3,.831,0.4,2.8,3.2,3.3,0.8,0.3,1.7,1.8,10.3,,demineg01
